Log_ID                               ,Order_ID    ,Trang_Thai   ,Thoi_Gian                  ,Mo_Ta
f21819fd-404b-47e0-b91f-c91bc203817e ,HCM5934723  ,Hoàn trả     ,2025-11-28 06:02:40.000703 ,Giao thất bại/Hoàn trả
3875fffe-fdf5-4d9d-97c6-50c5372f71dd ,HCM12267572 ,Mới tạo      ,2025-11-22 08:47:57.208550 ,Shop tạo đơn tại TP.HCM
184bac5b-46e8-4513-b6e1-b13610251f89 ,HCM12267572 ,Đã điều phối ,2025-11-22 09:17:57.208550 ,Gán cho Shipper SHP_002
14ef5403-ee05-440f-b176-5767036087f1 ,HCM12267572 ,Đang giao    ,2025-11-22 11:17:57.208550 ,Shipper đã lấy hàng
20b5f412-3585-4f09-9716-0667539da295 ,HCM12267572 ,Đang giao    ,2025-11-22 12:17:57.208550 ,Giao thất bại/Hoàn trả
da189807-2818-425f-84b9-dd378b21e570 ,HCM23261938 ,Mới tạo      ,2025-11-17 14:38:23.359358 ,Shop tạo đơn tại TP.HCM
6328c590-77bc-4344-aeda-d0c6e776808d ,HCM23261938 ,Đã điều phối ,2025-11-17 15:08:23.359358 ,Gán cho Shipper SHP_012
a36a36a1-a8a2-402b-ad47-e82042472a83 ,HCM23261938 ,Đang giao    ,2025-11-17 17:08:23.359358 ,Shipper đã lấy hàng
486b1f3d-d858-485d-8599-322267e30daf ,HCM23261938 ,Đang lấy     ,2025-11-18 01:08:23.359358 ,Giao thất bại/Hoàn trả
b8c75c0f-6dbe-4b6c-a253-00065bd60b25 ,HCM78596591 ,Mới tạo      ,2025-11-20 06:44:50.845273 ,Shop tạo đơn tại TP.HCM
980c416a-0bd2-4e0f-93b4-8f3729921012 ,HCM78596591 ,Đã điều phối ,2025-11-20 07:14:50.845273 ,Gán cho Shipper SHP_002
78b31aac-3eee-4674-a785-ef458e161c34 ,HCM78596591 ,Đang giao    ,2025-11-20 09:14:50.845273 ,Shipper đã lấy hàng
f5975dcb-6fb8-4151-9b09-24701f860af1 ,HCM78596591 ,Đang giao    ,2025-11-21 07:14:50.845273 ,Giao thất bại/Hoàn trả
b54721f3-8b23-483e-83c1-583ef4284cb9 ,HCM60251984 ,Mới tạo      ,2025-11-15 21:05:57.988675 ,Shop tạo đơn tại TP.HCM
40ddcf54-5d0e-4111-b34c-998b27c0875f ,HCM60251984 ,Đã điều phối ,2025-11-15 21:35:57.988675 ,Gán cho Shipper SHP_003
d235de5b-f939-44d4-9ed0-965dd86918b4 ,HCM60251984 ,Đang giao    ,2025-11-15 23:35:57.988675 ,Shipper đã lấy hàng
ac998580-0a80-4761-885e-08ae569730b5 ,HCM60251984 ,Hoàn trả     ,2025-11-16 23:35:57.988675 ,Giao thất bại/Hoàn trả
1ce4dde8-d431-4c5e-9c98-71ab27191e19 ,HCM56022403 ,Mới tạo      ,2025-11-29 07:58:11.130486 ,Shop tạo đơn tại TP.HCM
3cccd3a3-2973-4c41-8b63-0ac6f08b814f ,HCM84940330 ,Mới tạo      ,2025-11-15 23:05:56.076718 ,Shop tạo đơn tại TP.HCM
7ee2ddc4-2715-4e87-821e-60f8f4cc88e4 ,HCM84940330 ,Đã điều phối ,2025-11-15 23:35:56.076718 ,Gán cho Shipper SHP_005
5bdeaf11-eb05-41c0-a36a-24651a89ceb9 ,HCM84940330 ,Đang giao    ,2025-11-16 01:35:56.076718 ,Shipper đã lấy hàng
1548c728-3a42-4e92-8503-3d9f2528ebba ,HCM84940330 ,Đang giao    ,2025-11-16 09:35:56.076718 ,Giao thất bại/Hoàn trả
e54d55a9-5caf-4076-b739-b7af157a8b83 ,HCM24420931 ,Mới tạo      ,2025-11-19 22:03:27.951061 ,Shop tạo đơn tại TP.HCM
ed1b637f-c036-4618-91e4-b4e5e7adbc2d ,HCM24420931 ,Đã điều phối ,2025-11-19 22:33:27.951061 ,Gán cho Shipper SHP_014
d4d9f3b5-7ba6-4d13-8316-2ac4f1cbc125 ,HCM24420931 ,Đang giao    ,2025-11-20 00:33:27.951061 ,Shipper đã lấy hàng
c898da69-a8e1-4420-b2df-13c7bc0e10bc ,HCM24420931 ,Hoàn trả     ,2025-11-20 19:33:27.951061 ,Giao thất bại/Hoàn trả
813214be-195f-4956-a2fc-958bbccfdfb3 ,HCM99394658 ,Mới tạo      ,2025-11-27 02:37:06.339925 ,Shop tạo đơn tại TP.HCM
081eef74-c193-41ef-9c80-9a875be47e0f ,HCM99394658 ,Đã điều phối ,2025-11-27 03:07:06.339925 ,Gán cho Shipper SHP_009
cb2827ba-78c0-49e3-8464-833f9928596a ,HCM99394658 ,Đang giao    ,2025-11-27 05:07:06.339925 ,Shipper đã lấy hàng
36888dd4-f082-4dc9-a53d-970d688e0f2f ,HCM99394658 ,Đã giao      ,2025-11-28 05:07:06.339925 ,Giao thành công
1a0e61c5-dfe1-482d-81aa-15d1f5f3cf8a ,HCM91799106 ,Mới tạo      ,2025-11-22 13:28:19.602414 ,Shop tạo đơn tại TP.HCM
315b6249-c137-441e-8124-5f1523a06cef ,HCM91799106 ,Đã điều phối ,2025-11-22 13:58:19.602414 ,Gán cho Shipper SHP_004
ee43bdc2-b40b-4b08-8d06-f5d2b8ca2ef6 ,HCM91799106 ,Đang giao    ,2025-11-22 15:58:19.602414 ,Shipper đã lấy hàng
8a3c7f05-0d1c-45e9-a14c-356b3c70c55e ,HCM91799106 ,Đang giao    ,2025-11-23 15:58:19.602414 ,Giao thất bại/Hoàn trả
5cb6d5d7-9415-4822-8ed3-c9a47f4829dd ,HCM49459706 ,Mới tạo      ,2025-11-09 22:02:49.693724 ,Shop tạo đơn tại TP.HCM
095daf30-d87f-45ff-a1a7-bed6d62d930e ,HCM84259605 ,Mới tạo      ,2025-11-27 01:23:44.656318 ,Shop tạo đơn tại TP.HCM
498f429c-542b-4b35-992d-d5dea228b6a7 ,HCM84259605 ,Đã điều phối ,2025-11-27 01:53:44.656318 ,Gán cho Shipper SHP_001
bd0117c8-be06-4350-b2db-16b29164d805 ,HCM84259605 ,Đang giao    ,2025-11-27 03:53:44.656318 ,Shipper đã lấy hàng
2e907b77-2a78-453f-8aaa-68794de9d52f ,HCM84259605 ,Đã giao      ,2025-11-28 03:53:44.656318 ,Giao thành công
1bee8cec-7212-4832-9492-1f6874828402 ,HCM52689277 ,Mới tạo      ,2025-11-15 15:03:15.789609 ,Shop tạo đơn tại TP.HCM
a9a38298-7efc-440e-89c5-c84c77593386 ,HCM52689277 ,Đã điều phối ,2025-11-15 15:33:15.789609 ,Gán cho Shipper SHP_015
4ce5a11c-45c5-4658-a7a9-190e132ed7ec ,HCM52689277 ,Đang giao    ,2025-11-15 17:33:15.789609 ,Shipper đã lấy hàng
2cba96d5-4e35-496b-86b3-f214dc147a7e ,HCM52689277 ,Đang lấy     ,2025-11-15 19:33:15.789609 ,Giao thất bại/Hoàn trả
493cf7c8-6494-4770-9b0e-d4381724ac66 ,HCM68248096 ,Mới tạo      ,2025-12-02 23:14:49.874641 ,Shop tạo đơn tại TP.HCM
8d7811d3-a084-4570-9f61-22d7a4c9708c ,HCM26850302 ,Mới tạo      ,2025-12-03 16:27:31.749884 ,Shop tạo đơn tại TP.HCM
86d4b547-c8ea-4740-8cdd-ff7ca777f2d4 ,HCM26850302 ,Đã điều phối ,2025-12-03 16:57:31.749884 ,Gán cho Shipper SHP_007
d4541ca9-fa14-45da-a00b-5bfbc3ded2e5 ,HCM26850302 ,Đang giao    ,2025-12-03 18:57:31.749884 ,Shipper đã lấy hàng
a713976e-e2ef-43c2-a8b6-d5b17d261e48 ,HCM26850302 ,Hoàn trả     ,2025-12-04 11:57:31.749884 ,Giao thất bại/Hoàn trả
44294929-eaf3-4cd9-850b-2f9f35cd5fde ,HCM60746518 ,Mới tạo      ,2025-12-02 14:10:31.119929 ,Shop tạo đơn tại TP.HCM
af7eecae-5914-42f8-9e17-69e1d5bade31 ,HCM60746518 ,Đã điều phối ,2025-12-02 14:40:31.119929 ,Gán cho Shipper SHP_008
1ab0ed6f-436c-4053-8a23-5f6d3e1848c7 ,HCM60746518 ,Đang giao    ,2025-12-02 16:40:31.119929 ,Shipper đã lấy hàng
ccb638ab-54b5-4ab1-84bb-29cd77055db3 ,HCM60746518 ,Đang giao    ,2025-12-02 19:40:31.119929 ,Giao thất bại/Hoàn trả
364f47f4-d0a1-4733-ac17-90c0f2e5dd88 ,HCM40348454 ,Mới tạo      ,2025-12-07 18:39:25.607228 ,Shop tạo đơn tại TP.HCM
21fd83de-55a6-4385-9da8-9473e233a33b ,HCM55168469 ,Mới tạo      ,2025-11-20 21:19:29.247425 ,Shop tạo đơn tại TP.HCM
760ed1bc-6cbe-4623-a3c0-c9eb74fffd18 ,HCM55168469 ,Đã điều phối ,2025-11-20 21:49:29.247425 ,Gán cho Shipper SHP_007
aef734cc-cd77-48e4-8306-17308581789d ,HCM55168469 ,Đang giao    ,2025-11-20 23:49:29.247425 ,Shipper đã lấy hàng
aa0152bd-7428-4222-a2fa-f7206a1fe57d ,HCM55168469 ,Đang lấy     ,2025-11-21 16:49:29.247425 ,Giao thất bại/Hoàn trả
644532ef-adf5-482e-8278-1bde6a876c9c ,HCM44100204 ,Mới tạo      ,2025-11-28 12:45:35.563327 ,Shop tạo đơn tại TP.HCM
a33d25e9-88cc-4447-8ef5-e89826a1373a ,HCM13808779 ,Mới tạo      ,2025-11-30 07:42:51.987934 ,Shop tạo đơn tại TP.HCM
87aad1aa-2063-4b9b-a1f9-2a7d483151a2 ,HCM13808779 ,Đã điều phối ,2025-11-30 08:12:51.987934 ,Gán cho Shipper SHP_006
db0aa749-9760-4f77-a493-b06138a4d03a ,HCM13808779 ,Đang giao    ,2025-11-30 10:12:51.987934 ,Shipper đã lấy hàng
738cfb60-2cc2-4f3f-93ff-d4e7a828f512 ,HCM13808779 ,Đã giao      ,2025-12-01 10:12:51.987934 ,Giao thành công
149aafab-ca0c-446b-936a-73779d629df9 ,HCM73741967 ,Mới tạo      ,2025-11-15 19:17:04.408019 ,Shop tạo đơn tại TP.HCM
a993b9ed-4774-4a8d-8c10-bbbc8bc484b1 ,HCM36275274 ,Mới tạo      ,2025-11-24 18:36:24.455353 ,Shop tạo đơn tại TP.HCM
89837f51-356b-48a9-b566-de5d3c47d9c6 ,HCM36275274 ,Đã điều phối ,2025-11-24 19:06:24.455353 ,Gán cho Shipper SHP_010
e2acfa0c-98ee-471c-b21a-c751eaa3d45b ,HCM36275274 ,Đang giao    ,2025-11-24 21:06:24.455353 ,Shipper đã lấy hàng
2a9d8025-ff09-4024-856e-be51bf9ca75c ,HCM36275274 ,Đang giao    ,2025-11-25 19:06:24.455353 ,Giao thất bại/Hoàn trả
cf535de7-dcd3-4437-8432-738c6857cd13 ,HCM61682085 ,Mới tạo      ,2025-11-09 19:08:22.931341 ,Shop tạo đơn tại TP.HCM
3a00795f-8fba-4098-a9a2-3df8973e3792 ,HCM61682085 ,Đã điều phối ,2025-11-09 19:38:22.931341 ,Gán cho Shipper SHP_013
37cd236e-6c98-4110-aade-61344b54392a ,HCM61682085 ,Đang giao    ,2025-11-09 21:38:22.931341 ,Shipper đã lấy hàng
302f3c03-3fc4-4f89-895a-1d8ed82a5bbb ,HCM61682085 ,Đang lấy     ,2025-11-10 16:38:22.931341 ,Giao thất bại/Hoàn trả
3d41f73c-bd82-448a-96ee-8d6be89376c4 ,HCM62381481 ,Mới tạo      ,2025-11-20 23:42:10.744696 ,Shop tạo đơn tại TP.HCM
756cd6df-d88d-4bb2-bbaa-2c9fd32cd5ab ,HCM62381481 ,Đã điều phối ,2025-11-21 00:12:10.744696 ,Gán cho Shipper SHP_005
12a37d06-36fe-4131-99af-cfd9f7ddbcbb ,HCM62381481 ,Đang giao    ,2025-11-21 02:12:10.744696 ,Shipper đã lấy hàng
c4f9ca4f-9b2c-4388-8f6c-2f2a815549bd ,HCM62381481 ,Hoàn trả     ,2025-11-22 02:12:10.744696 ,Giao thất bại/Hoàn trả
f8a6f7ff-4a76-4e22-b9b4-c4cc6d6d8bbd ,HCM30464474 ,Mới tạo      ,2025-11-18 10:44:35.444714 ,Shop tạo đơn tại TP.HCM
dc94961c-2efd-4f89-8df6-701e6edadb8a ,HCM44434019 ,Mới tạo      ,2025-11-10 05:25:45.694969 ,Shop tạo đơn tại TP.HCM
8582000a-7a84-4aa5-9db7-86a140cbd844 ,HCM44434019 ,Đã điều phối ,2025-11-10 05:55:45.694969 ,Gán cho Shipper SHP_014
c9a7c763-4874-4b41-9d1b-4a66953b0a58 ,HCM44434019 ,Đang giao    ,2025-11-10 07:55:45.694969 ,Shipper đã lấy hàng
b67ee767-398b-49c2-aa00-5cec6e9687d2 ,HCM44434019 ,Đang giao    ,2025-11-10 10:55:45.694969 ,Giao thất bại/Hoàn trả
d95870f0-ea44-4228-b4d2-6d520ca0e203 ,HCM40341313 ,Mới tạo      ,2025-11-17 20:17:59.706200 ,Shop tạo đơn tại TP.HCM
1094390c-41b7-4bb4-bb7f-751b24f027ef ,HCM89218188 ,Mới tạo      ,2025-11-24 08:14:26.266246 ,Shop tạo đơn tại TP.HCM
9ced0649-d117-4ced-8adc-95da05e56247 ,HCM89218188 ,Đã điều phối ,2025-11-24 08:44:26.266246 ,Gán cho Shipper SHP_014
04f023c3-ca84-4dba-b5a5-79bc33aba51d ,HCM89218188 ,Đang giao    ,2025-11-24 10:44:26.266246 ,Shipper đã lấy hàng
9bcce057-68e5-4940-8247-ec459c38cc65 ,HCM89218188 ,Đã giao      ,2025-11-24 18:44:26.266246 ,Giao thành công
494b8e0d-83c3-4e1e-9fb6-9e6357604132 ,HCM27112023 ,Mới tạo      ,2025-11-28 23:48:07.022229 ,Shop tạo đơn tại TP.HCM
bc32337b-e9fd-4d3a-a64c-6fff33793351 ,HCM27112023 ,Đã điều phối ,2025-11-29 00:18:07.022229 ,Gán cho Shipper SHP_007
4c33d5fa-e2ae-4e0c-aac0-2a3f75857b0a ,HCM27112023 ,Đang giao    ,2025-11-29 02:18:07.022229 ,Shipper đã lấy hàng
6e6f065d-92ac-48cd-a44c-5b373407b0ca ,HCM27112023 ,Đang lấy     ,2025-11-29 06:18:07.022229 ,Giao thất bại/Hoàn trả
6df28915-4543-483f-90e4-2fe4b5330e09 ,HCM25423522 ,Mới tạo      ,2025-12-05 04:10:34.289340 ,Shop tạo đơn tại TP.HCM
a287638f-4157-4628-a2cc-ad9a71636c3d ,HCM25423522 ,Đã điều phối ,2025-12-05 04:40:34.289340 ,Gán cho Shipper SHP_002
c244a938-b6f0-4538-9f54-ca3c08950c17 ,HCM25423522 ,Đang giao    ,2025-12-05 06:40:34.289340 ,Shipper đã lấy hàng
df9df84c-a2e6-46d6-9591-36067e86cccd ,HCM25423522 ,Đang lấy     ,2025-12-05 23:40:34.289340 ,Giao thất bại/Hoàn trả
81cd019b-e51c-4396-873e-9905b231ba94 ,HCM33588652 ,Mới tạo      ,2025-12-04 04:29:13.312784 ,Shop tạo đơn tại TP.HCM
f7cd987a-a2e2-4fcf-95d3-15debb57b49e ,HCM33588652 ,Đã điều phối ,2025-12-04 04:59:13.312784 ,Gán cho Shipper SHP_015
360f22e5-b712-47c2-af3e-e849887e7df7 ,HCM33588652 ,Đang giao    ,2025-12-04 06:59:13.312784 ,Shipper đã lấy hàng
c20dc9a7-3db3-4595-a2e2-55399279b5a2 ,HCM33588652 ,Hoàn trả     ,2025-12-04 09:59:13.312784 ,Giao thất bại/Hoàn trả
76319952-f767-4611-bbb5-d8db69e3b615 ,HCM54068092 ,Mới tạo      ,2025-11-17 05:07:19.533947 ,Shop tạo đơn tại TP.HCM
f9b4502e-938d-4884-aa9b-7447722fe369 ,HCM95684162 ,Mới tạo      ,2025-11-10 04:49:16.860085 ,Shop tạo đơn tại TP.HCM
5e58625b-ede9-4b25-8fe2-ba428b5ff121 ,HCM93944762 ,Mới tạo      ,2025-11-11 18:27:56.485105 ,Shop tạo đơn tại TP.HCM
348a1c7e-473d-4739-916f-7ce7d0e0bd2b ,HCM93944762 ,Đã điều phối ,2025-11-11 18:57:56.485105 ,Gán cho Shipper SHP_004
63754feb-8883-4499-a07f-f259153910c7 ,HCM93944762 ,Đang giao    ,2025-11-11 20:57:56.485105 ,Shipper đã lấy hàng
de65daee-f023-4e84-a13b-219e01bcef71 ,HCM93944762 ,Đã giao      ,2025-11-12 11:57:56.485105 ,Giao thành công
533aa518-dc72-4980-894e-e83dbc4abcc2 ,HCM74108211 ,Mới tạo      ,2025-11-14 07:42:13.590841 ,Shop tạo đơn tại TP.HCM
6af61308-5df6-478a-92a8-ca66c154bc8c ,HCM10989346 ,Mới tạo      ,2025-11-11 06:59:28.177522 ,Shop tạo đơn tại TP.HCM
f0cd05bb-f845-4c18-9b9b-e97f52b625c6 ,HCM42045746 ,Mới tạo      ,2025-11-21 18:54:18.133392 ,Shop tạo đơn tại TP.HCM
e6792b8b-919b-4878-a0e5-31c4ca85bba4 ,HCM42045746 ,Đã điều phối ,2025-11-21 19:24:18.133392 ,Gán cho Shipper SHP_006
7082194c-d342-478f-b384-a253adfa0b66 ,HCM42045746 ,Đang giao    ,2025-11-21 21:24:18.133392 ,Shipper đã lấy hàng
198f98af-9cb4-41dc-8918-6706e39da18f ,HCM42045746 ,Đang giao    ,2025-11-22 07:24:18.133392 ,Giao thất bại/Hoàn trả
8ba74971-40ea-492d-b216-1c910adf47bf ,HCM98740413 ,Mới tạo      ,2025-11-11 21:01:47.544489 ,Shop tạo đơn tại TP.HCM
38e92f14-a66d-4c1a-8104-b04cfb4644cf ,HCM4538898  ,Mới tạo      ,2025-11-29 12:53:34.456159 ,Shop tạo đơn tại TP.HCM
be0b5e16-dbc5-4a72-8199-c476d25ff046 ,HCM4538898  ,Đã điều phối ,2025-11-29 13:23:34.456159 ,Gán cho Shipper SHP_009
7433f764-c311-473f-b234-91a8dc62c939 ,HCM4538898  ,Đang giao    ,2025-11-29 15:23:34.456159 ,Shipper đã lấy hàng
e81dba22-6c3f-4e05-8909-638968ffaf8b ,HCM4538898  ,Đã giao      ,2025-11-30 01:23:34.456159 ,Giao thành công
f202f442-8f1c-443a-adb0-c6ddc2230853 ,HCM30017503 ,Mới tạo      ,2025-11-28 08:28:39.390655 ,Shop tạo đơn tại TP.HCM
0b37733d-1d61-4dc6-a16a-37b8cc95ad20 ,HCM30017503 ,Đã điều phối ,2025-11-28 08:58:39.390655 ,Gán cho Shipper SHP_004
fc480e82-aae3-47c0-8c8f-babc554c2954 ,HCM30017503 ,Đang giao    ,2025-11-28 10:58:39.390655 ,Shipper đã lấy hàng
